Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,latitude,longitude,altitude,utm_easting,utm_northing,zone,letter
1675714243.1138983,215,1675714243,113402128,,42.33887333333334,-71.08850666666667,43.1,327951.9711790149,4689514.481469263,19,T
1675714244.079911,216,1675714244,79460859,,42.33887333333334,-71.08850666666667,43.0,327951.9711790149,4689514.481469263,19,T
1675714245.081734,217,1675714245,81211805,,42.33887333333334,-71.08850666666667,43.0,327951.9711790149,4689514.481469263,19,T
1675714246.0849082,218,1675714246,84413528,,42.33887333333334,-71.08850666666667,43.0,327951.9711790149,4689514.481469263,19,T
1675714247.087288,219,1675714247,86733341,,42.33887333333334,-71.08850666666667,43.0,327951.9711790149,4689514.481469263,19,T
1675714248.0862257,220,1675714248,85752010,,42.33887333333334,-71.08850666666667,42.9,327951.9711790149,4689514.481469263,19,T
1675714249.0893288,221,1675714249,88906764,,42.33887333333334,-71.08850666666667,42.9,327951.9711790149,4689514.481469263,19,T
1675714250.0849957,222,1675714250,84588766,,42.33887333333334,-71.08850833333332,42.8,327951.8338757898,4689514.484841627,19,T
1675714251.086581,223,1675714251,86174011,,42.338876666666664,-71.08850833333332,43.0,327951.8429669959,4689514.854982974,19,T
1675714252.0940351,224,1675714252,93577146,,42.338876666666664,-71.08850833333332,43.0,327951.8429669959,4689514.854982974,19,T
1675714253.0836074,225,1675714253,83172082,,42.338876666666664,-71.08850833333332,42.9,327951.8429669959,4689514.854982974,19,T
